,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Price,Company
3678,Hyundai Xcent 1.2,Chennai,2014,51000,Petrol,Manual,First,385000.0,Hyundai
3679,Mercedes-Benz New C-Class,Hyderabad,2017,10000,Diesel,Automatic,First,3600000.0,Mercedes-Benz
3680,Skoda Superb 1.8,Kolkata,2011,54895,Petrol,Manual,First,750000.0,Skoda
3681,Volkswagen CrossPolo 1.5,Hyderabad,2015,80768,Diesel,Manual,First,570000.0,Volkswagen
3682,Maruti Ignis 1.2,Kochi,2019,12076,Petrol,Manual,First,550000.0,Maruti
3683,Maruti Swift VDI,Chennai,2016,49000,Diesel,Manual,First,590000.0,Maruti
3684,Honda City i,Mumbai,2015,42366,Petrol,Manual,First,775000.0,Honda
3685,BMW 5 Series,Ahmedabad,2010,68000,Diesel,Automatic,First,1800000.0,BMW
3686,Skoda Laura Ambiente,Hyderabad,2008,122397,Diesel,Manual,First,440000.00000000006,Skoda
3687,Volkswagen Polo GT,Coimbatore,2017,50534,Petrol,Automatic,First,827000.0,Volkswagen
3688,Renault Duster 85PS,Ahmedabad,2014,55300,Diesel,Manual,First,475000.0,Renault
3689,Honda City 1.5,Hyderabad,2008,73095,Petrol,Automatic,First,380000.0,Honda
3690,Volkswagen Vento Diesel,Ahmedabad,2011,51100,Diesel,Manual,First,340000.0,Volkswagen
3691,Hyundai Grand i10,Pune,2016,13436,Petrol,Manual,Second,470000.0,Hyundai
3692,Ford Fiesta 1.4,Pune,2008,76000,Petrol,Manual,Second,149000.0,Ford
3693,Hyundai Xcent 1.1,Mumbai,2016,63141,Diesel,Manual,Second,450000.0,Hyundai
3694,Honda Amaze VX,Hyderabad,2014,74885,Diesel,Manual,First,540000.0,Honda
3695,Honda City i,Hyderabad,2016,14000,Petrol,Automatic,First,1150000.0,Honda
3696,Renault Fluence 1.5,Pune,2012,56000,Diesel,Manual,Second,350000.0,Renault
3697,BMW 5 Series,Ahmedabad,2010,46000,Diesel,Automatic,First,1650000.0,BMW
3698,Maruti SX4 ZXI,Mumbai,2012,51800,Petrol,Manual,First,390000.0,Maruti
3699,Honda City ZX,Hyderabad,2007,81000,Petrol,Automatic,First,325000.0,Honda
3700,Volkswagen Ameo 1.2,Kochi,2018,17370,Petrol,Manual,First,584000.0,Volkswagen
3701,Volkswagen Ameo 1.2,Hyderabad,2016,18456,Petrol,Manual,First,575000.0,Volkswagen
3702,Audi A4 2.0,Delhi,2010,59000,Diesel,Automatic,First,1000000.0,Audi
3703,Maruti Wagon R,Mumbai,2006,141537,Petrol,Manual,Second,105000.0,Maruti
3704,Hyundai Verna SX,Delhi,2013,51000,Diesel,Automatic,First,564000.0,Hyundai
3705,Mercedes-Benz GLC 220d,Coimbatore,2019,29311,Diesel,Automatic,First,5097000.0,Mercedes-Benz
3706,BMW 3 Series,Mumbai,2016,31000,Diesel,Automatic,First,2995000.0,BMW
3707,Honda Mobilio V,Mumbai,2014,80000,Diesel,Manual,Second,484999.99999999994,Honda
3708,Hyundai Creta 1.6,Hyderabad,2016,33000,Diesel,Automatic,First,1450000.0,Hyundai
3709,Honda City 1.5,Hyderabad,2011,71556,Petrol,Manual,First,550000.0,Honda
3710,Ford Fiesta 1.4,Bangalore,2011,85000,Diesel,Manual,First,320000.0,Ford
3711,Maruti Swift Dzire,Chennai,2016,91000,Diesel,Manual,First,450000.0,Maruti
3712,Mercedes-Benz E-Class E250,Coimbatore,2015,73187,Diesel,Automatic,First,3072000.0,Mercedes-Benz
3713,Chevrolet Captiva LT,Jaipur,2009,232000,Diesel,Manual,First,350000.0,Chevrolet
3714,Toyota Innova 2.5,Bangalore,2007,127079,Diesel,Manual,First,699000.0,Toyota
3715,Mahindra Quanto C8,Kochi,2014,58816,Diesel,Manual,First,345000.0,Mahindra
3716,Honda City i,Kochi,2015,63818,Petrol,Manual,First,657000.0,Honda
3717,Audi A4 2.0,Kolkata,2014,40000,Diesel,Automatic,First,1750000.0,Audi
3718,Volkswagen Polo Diesel,Delhi,2013,77445,Diesel,Manual,First,375000.0,Volkswagen
3719,Ford EcoSport 1.5,Pune,2017,14000,Petrol,Automatic,First,999000.0,Ford
3720,Toyota Innova 2.5,Kolkata,2012,85122,Diesel,Manual,First,819999.9999999999,Toyota
3721,Honda City 1.5,Jaipur,2005,123000,Petrol,Manual,Third,110000.00000000001,Honda
3722,Maruti SX4 Green,Kochi,2015,61000,CNG,Manual,First,389000.0,Maruti
3723,Maruti Alto 800,Chennai,2015,63714,Petrol,Manual,First,245000.00000000003,Maruti
3724,Mercedes-Benz M-Class ML,Pune,2009,53000,Diesel,Automatic,First,1375000.0,Mercedes-Benz
3725,Maruti Swift Dzire,Kolkata,2017,60000,Diesel,Manual,First,300000.0,Maruti
3726,Maruti Vitara Brezza,Ahmedabad,2017,33000,Diesel,Manual,First,925000.0,Maruti
3727,Volvo S60 D5,Mumbai,2013,31000,Diesel,Automatic,First,1764999.9999999998,Volvo
3728,Toyota Fortuner 4x2,Delhi,2014,79000,Diesel,Automatic,First,1825000.0,Toyota
3729,Hyundai i20 Sportz,Kochi,2013,67914,Diesel,Manual,First,345000.0,Hyundai
3730,Audi A4 35,Bangalore,2015,58970,Diesel,Automatic,First,2375000.0,Audi
3731,Nissan Terrano XV,Mumbai,2013,60000,Diesel,Manual,Second,545000.0,Nissan
3732,Maruti Celerio ZXI,Coimbatore,2017,35225,Petrol,Automatic,First,525000.0,Maruti
3733,Maruti Esteem Vxi,Delhi,2005,69496,Petrol,Manual,First,110000.00000000001,Maruti
3734,Hyundai i10 Sportz,Delhi,2012,62282,Petrol,Automatic,First,290000.0,Hyundai
3735,BMW 3 Series,Hyderabad,2010,80000,Diesel,Automatic,First,1420000.0,BMW
3736,Hyundai Grand i10,Kochi,2018,43698,Petrol,Manual,First,580000.0,Hyundai
3737,Hyundai Grand i10,Coimbatore,2017,28052,Petrol,Automatic,First,722000.0,Hyundai
3738,Hyundai Grand i10,Coimbatore,2016,29091,Petrol,Manual,First,487000.0,Hyundai
3739,Volkswagen Polo 1.2,Delhi,2013,63000,Petrol,Manual,First,330000.0,Volkswagen
3740,Honda City ZX,Hyderabad,2007,91000,Petrol,Manual,Second,300000.0,Honda
3741,Mercedes-Benz GLA Class,Hyderabad,2014,30000,Diesel,Automatic,First,2600000.0,Mercedes-Benz
3742,Maruti Omni 8,Hyderabad,2017,24571,Petrol,Manual,First,290000.0,Maruti
3743,Hyundai Verna 1.6,Bangalore,2014,45000,Petrol,Automatic,First,750000.0,Hyundai
3744,Maruti Alto 800,Hyderabad,2015,24617,Petrol,Manual,First,236000.0,Maruti
3745,Maruti Vitara Brezza,Coimbatore,2017,26927,Diesel,Manual,First,1139000.0,Maruti
3746,Mahindra XUV500 W8,Kochi,2013,87736,Diesel,Manual,First,702000.0,Mahindra
3747,Maruti Vitara Brezza,Delhi,2016,35299,Diesel,Manual,First,800000.0,Maruti
3748,Hyundai i20 1.2,Kochi,2017,51612,Petrol,Manual,First,711000.0,Hyundai
3749,Mercedes-Benz E-Class 250,Mumbai,1998,55300,Diesel,Automatic,First,390000.0,Mercedes-Benz
3750,Maruti Alto LXi,Hyderabad,2009,65090,Petrol,Manual,First,215000.0,Maruti
3751,Honda Amaze S,Kolkata,2013,40000,Petrol,Manual,First,325000.0,Honda
3752,Land Rover Range,Kochi,2015,38467,Diesel,Automatic,First,7066000.0,Land
3753,Hyundai Grand i10,Mumbai,2013,71904,Diesel,Manual,First,461000.00000000006,Hyundai
3754,Honda Civic 2006-2010,Mumbai,2008,87000,Petrol,Manual,First,235000.0,Honda
3755,Hyundai Grand i10,Chennai,2014,33000,Diesel,Manual,Second,405000.0,Hyundai
3756,Maruti 800 AC,Jaipur,2009,22100,Petrol,Manual,Second,80000.0,Maruti
3757,Toyota Etios Liva,Hyderabad,2014,59589,Diesel,Manual,First,560000.0,Toyota
3758,Hyundai i20 Magna,Delhi,2015,44000,Diesel,Manual,First,535000.0,Hyundai
3759,Maruti Alto K10,Mumbai,2017,12000,Petrol,Manual,First,325000.0,Maruti
3760,BMW X1 sDrive20d,Pune,2012,66000,Diesel,Automatic,Second,1150000.0,BMW
3761,Maruti Celerio VXI,Pune,2016,38009,Petrol,Automatic,First,425000.0,Maruti
3762,Skoda Superb Elegance,Mumbai,2009,35000,Petrol,Automatic,Second,445000.0,Skoda
3763,Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,285000.0,Mahindra
3764,Mahindra XUV500 W8,Delhi,2014,86000,Diesel,Manual,First,785000.0,Mahindra
3765,Maruti Swift Dzire,Pune,2016,32000,Petrol,Manual,First,530000.0,Maruti
3766,Ford Ecosport 1.0,Mumbai,2017,15000,Petrol,Manual,First,800000.0,Ford
3767,Toyota Corolla Altis,Coimbatore,2014,69918,Diesel,Manual,First,943000.0,Toyota
3768,Hyundai i20 2015-2017,Pune,2012,39000,Petrol,Manual,First,275000.0,Hyundai
3769,Renault Captur 1.5,Mumbai,2018,1011,Diesel,Manual,First,1350000.0,Renault
3770,Mercedes-Benz E-Class 280,Hyderabad,2009,85000,Diesel,Automatic,First,999000.0,Mercedes-Benz
3771,Maruti Baleno RS,Chennai,2017,46663,Petrol,Manual,First,695000.0,Maruti
3772,Nissan Sunny 2011-2014,Chennai,2015,27000,Petrol,Automatic,First,675000.0,Nissan
3773,Hyundai Grand i10,Chennai,2015,15000,Petrol,Automatic,First,550000.0,Hyundai
3774,Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,918000.0,Maruti
3775,Hyundai Xcent 1.2,Jaipur,2014,12500,Petrol,Manual,First,415000.00000000006,Hyundai
3776,Hyundai Verna 1.6,Ahmedabad,2012,52000,Diesel,Manual,First,650000.0,Hyundai
3777,Maruti Wagon R,Kochi,2015,49818,Petrol,Manual,First,411000.00000000006,Maruti
3778,Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,225000.0,Hyundai
3779,Toyota Etios Liva,Kochi,2015,52207,Petrol,Manual,First,455999.99999999994,Toyota
3780,Mahindra Xylo E4,Pune,2013,167362,Diesel,Manual,First,400000.0,Mahindra
3781,Toyota Etios Liva,Coimbatore,2015,49894,Diesel,Manual,First,527000.0,Toyota
3782,Mahindra Thar DI,Kochi,2019,13024,Diesel,Manual,First,911000.0,Mahindra
3783,Nissan X-Trail SLX,Pune,2010,128000,Diesel,Manual,Second,620000.0,Nissan
3784,Toyota Innova Crysta,Kochi,2017,26023,Diesel,Automatic,First,1997000.0,Toyota
3785,Hyundai Creta 1.4,Delhi,2016,42784,Diesel,Manual,First,1017000.0,Hyundai
3786,Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,450000.0,Maruti
3787,Hyundai Verna 1.6,Kochi,2019,30529,Diesel,Manual,First,1428000.0,Hyundai
3788,Maruti Alto LXi,Kochi,2012,14814,Petrol,Manual,Second,247000.00000000003,Maruti
3789,Maruti S Cross,Ahmedabad,2016,58000,Diesel,Manual,First,790000.0,Maruti
3790,Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,229999.99999999997,Hyundai
3791,Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,650000.0,Nissan
3792,Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,325000.0,Hyundai
3793,Tata Zest Quadrajet,Bangalore,2017,27768,Diesel,Manual,First,585000.0,Tata
3794,Mercedes-Benz E-Class 2009-2013,Hyderabad,2014,53000,Diesel,Automatic,Second,2900000.0,Mercedes-Benz
3795,Audi Q5 2.0,Coimbatore,2014,87652,Diesel,Automatic,Second,2571000.0,Audi
3796,Ford Fiesta 1.6,Chennai,2008,94873,Petrol,Manual,Second,185000.0,Ford
3797,BMW 3 Series,Mumbai,2015,56000,Diesel,Automatic,First,2275000.0,BMW
3798,Maruti Baleno RS,Kochi,2018,18678,Petrol,Manual,First,832000.0,Maruti
3799,Mercedes-Benz E-Class 2009-2013,Delhi,2014,30000,Diesel,Automatic,First,2600000.0,Mercedes-Benz
3800,Ford Endeavour Hurricane,Mumbai,2012,129000,Diesel,Automatic,First,700000.0,Ford
3801,Hyundai i10 Sportz,Hyderabad,2013,59000,Petrol,Manual,First,345000.0,Hyundai
3802,Hyundai Grand i10,Mumbai,2017,13000,Petrol,Manual,First,515000.00000000006,Hyundai
3803,Honda Brio S,Kochi,2014,74325,Petrol,Manual,First,351000.0,Honda
3804,Hyundai i20 Magna,Kolkata,2015,45000,Diesel,Manual,First,345000.0,Hyundai
3805,Volkswagen Polo Petrol,Pune,2013,57000,Petrol,Manual,First,375000.0,Volkswagen
3806,Honda City 1.5,Pune,2001,125943,Petrol,Manual,Second,145000.0,Honda
3807,Skoda Octavia Ambiente,Delhi,2008,80000,Diesel,Manual,First,220000.00000000003,Skoda
3808,Ford Endeavour 2.5L,Hyderabad,2010,154000,Diesel,Manual,First,799000.0,Ford
3809,Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,675000.0,Chevrolet
3810,Honda CR-V AT,Kolkata,2013,27000,Petrol,Automatic,First,1199000.0,Honda
3811,Honda Mobilio V,Kolkata,2014,45000,Diesel,Manual,First,500000.0,Honda
3812,Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,590000.0,Maruti
3813,Hyundai Grand i10,Mumbai,2013,26000,Petrol,Manual,First,375000.0,Hyundai
3814,Jaguar XF 3.0,Mumbai,2014,30900,Diesel,Automatic,First,2950000.0,Jaguar
3815,Honda Amaze VX,Chennai,2014,48000,Petrol,Manual,First,475000.0,Honda
3816,Audi A6 2.7,Pune,2011,112719,Diesel,Automatic,First,1150000.0,Audi
3817,Hyundai i20 1.2,Chennai,2017,5000,Petrol,Manual,First,695000.0,Hyundai
3818,Volkswagen Ameo 1.2,Mumbai,2016,16000,Petrol,Manual,First,540000.0,Volkswagen
3819,Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,475000.0,Renault
3820,Maruti Alto K10,Chennai,2011,28300,Petrol,Manual,First,215000.0,Maruti
3821,Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,90000.0,Maruti
3822,Maruti Wagon R,Kolkata,2016,12501,Petrol,Manual,First,350000.0,Maruti
3823,Fiat Linea 1.3,Kochi,2016,56628,Diesel,Manual,First,585000.0,Fiat
3824,Maruti Swift Dzire,Pune,2010,105000,Diesel,Manual,First,315000.0,Maruti
3825,Renault Scala Diesel,Pune,2016,52126,Diesel,Manual,First,600000.0,Renault
3826,Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,223000.0,Hyundai
3827,Hyundai Xcent 1.2,Bangalore,2016,50000,Petrol,Manual,First,250000.0,Hyundai
3828,Maruti Wagon R,Kochi,2015,50230,Petrol,Manual,First,387000.0,Maruti
3829,Mahindra XUV500 W8,Ahmedabad,2014,31000,Diesel,Manual,First,950000.0,Mahindra
3830,Toyota Fortuner 4x2,Delhi,2014,79000,Diesel,Automatic,First,1775000.0,Toyota
3831,Renault Duster 110PS,Delhi,2012,130000,Diesel,Manual,First,375000.0,Renault
3832,Hyundai Santro Xing,Chennai,2010,115000,Petrol,Manual,Second,150000.0,Hyundai
3833,Hyundai Verna 1.6,Pune,2013,41500,Petrol,Manual,Second,500000.0,Hyundai
3834,BMW X1 sDrive,Pune,2014,54385,Diesel,Automatic,Second,1700000.0,BMW
3835,Honda Civic 2006-2010,Kochi,2011,56361,Petrol,Automatic,First,438000.0,Honda
3836,Audi A6 35,Delhi,2018,22000,Petrol,Automatic,First,4150000.0,Audi
3837,Maruti Wagon R,Kolkata,2017,8000,Petrol,Manual,First,300000.0,Maruti
3838,Maruti Vitara Brezza,Coimbatore,2018,28741,Diesel,Manual,First,1100000.0,Maruti
3839,Land Rover Discovery,Pune,2012,117236,Diesel,Automatic,Second,1400000.0,Land
3840,Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,765000.0,Maruti
3841,Hyundai Verna VTVT,Kolkata,2018,5000,Petrol,Manual,First,869999.9999999999,Hyundai
3842,Maruti Ertiga ZDI,Hyderabad,2016,42000,Diesel,Manual,First,990000.0,Maruti
3843,Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,204999.99999999997,Hyundai
3844,Hyundai i20 1.2,Kolkata,2016,19008,Petrol,Manual,First,525000.0,Hyundai
3845,Hyundai Verna VTVT,Kochi,2012,32542,Petrol,Manual,First,577000.0,Hyundai
3846,Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,195000.0,Maruti
3847,Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,745000.0,Mahindra
3848,Maruti Wagon R,Delhi,2012,68347,Petrol,Manual,First,260000.0,Maruti
3849,Hyundai i20 1.2,Ahmedabad,2011,72000,Petrol,Manual,Second,325000.0,Hyundai
3850,Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,385000.0,Maruti
3851,Renault Koleos 2.0,Delhi,2013,65000,Diesel,Automatic,Second,750000.0,Renault
3852,BMW 3 Series,Kochi,2012,55598,Diesel,Automatic,First,1150000.0,BMW
3853,Honda Brio V,Pune,2013,50000,Petrol,Manual,First,325000.0,Honda
3854,Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,150000.0,Hyundai
3855,Maruti Swift Dzire,Jaipur,2014,65000,Diesel,Manual,First,531000.0,Maruti
3856,Mahindra XUV500 W8,Hyderabad,2013,49000,Diesel,Manual,First,900000.0,Mahindra
3857,Hyundai i10 Sportz,Kolkata,2016,7200,Petrol,Manual,First,359000.0,Hyundai
3858,Maruti Ciaz ZXi,Kochi,2016,43152,Petrol,Manual,First,735000.0,Maruti
3859,Toyota Innova 2.5,Pune,2013,112000,Diesel,Manual,First,1200000.0,Toyota
3860,Hyundai Grand i10,Coimbatore,2017,23540,Petrol,Manual,First,602000.0,Hyundai
3861,Chevrolet Optra Magnum,Coimbatore,2008,82160,Diesel,Manual,First,256999.99999999997,Chevrolet
3862,Mahindra Ssangyong Rexton,Pune,2013,57000,Diesel,Manual,First,1245000.0,Mahindra
3863,Mahindra XUV500 W8,Coimbatore,2015,39335,Diesel,Manual,First,1263000.0,Mahindra
3864,Honda City i,Bangalore,2014,62000,Petrol,Manual,Second,775000.0,Honda
3865,Ford Ecosport 1.5,Delhi,2014,60000,Diesel,Manual,First,550000.0,Ford
3866,Hyundai i20 Sportz,Kolkata,2015,35000,Petrol,Manual,First,443000.0,Hyundai
3867,Mercedes-Benz CLA 200,Kochi,2016,32345,Diesel,Automatic,First,2451000.0,Mercedes-Benz
3868,Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,265000.0,Hyundai
3869,Maruti Alto 800,Delhi,2012,65537,CNG,Manual,Second,210000.0,Maruti
3870,Toyota Etios G,Delhi,2011,36000,Petrol,Manual,First,320000.0,Toyota
3871,Maruti Swift Dzire,Chennai,2016,75000,Diesel,Manual,First,425000.0,Maruti
3872,Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,110000.00000000001,Maruti
3873,Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,430000.0,Maruti
3874,Ford Ecosport 1.5,Hyderabad,2015,45000,Diesel,Manual,First,890000.0,Ford
3875,Nissan Terrano XV,Jaipur,2015,75055,Diesel,Manual,First,650000.0,Nissan
3876,Honda Accord VTi-L,Delhi,2009,65462,Petrol,Automatic,Third,350000.0,Honda
3877,Maruti Swift Ldi,Hyderabad,2008,76206,Diesel,Manual,First,425000.0,Maruti
3878,Mahindra XUV500 AT,Kochi,2018,25948,Diesel,Automatic,First,1646000.0,Mahindra
3879,Honda Jazz 1.2,Mumbai,2016,28500,Petrol,Manual,First,595000.0,Honda
3880,Honda City i,Mumbai,2015,28004,Petrol,Manual,First,710000.0,Honda
3881,Fiat Grande Punto,Kolkata,2011,25000,Petrol,Manual,Second,125000.0,Fiat
3882,Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,250000.0,Maruti
3883,Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,550000.0,Maruti
3884,Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,325000.0,Nissan
3885,Honda City 1.5,Hyderabad,2010,27800,Petrol,Manual,First,500000.0,Honda
3886,Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,658000.0,Toyota
3887,BMW 3 Series,Mumbai,2013,38000,Diesel,Automatic,First,1950000.0,BMW
3888,Honda Jazz 1.2,Kochi,2017,41981,Petrol,Manual,First,614000.0,Honda
3889,Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,495000.0,Maruti
3890,Skoda Rapid 1.6,Hyderabad,2013,71803,Diesel,Manual,First,575000.0,Skoda
3891,Mahindra XUV500 W6,Kolkata,2013,73314,Diesel,Manual,First,660000.0,Mahindra
3892,Hyundai Grand i10,Coimbatore,2015,69053,Petrol,Automatic,First,572000.0,Hyundai
3893,Honda City 1.5,Delhi,2009,79782,Petrol,Manual,Second,260000.0,Honda
3894,Toyota Innova 2.5,Hyderabad,2010,250000,Diesel,Manual,Second,650000.0,Toyota
3895,Mahindra XUV500 W8,Pune,2011,90000,Diesel,Manual,Second,610000.0,Mahindra
3896,Maruti Swift Dzire,Hyderabad,2010,130000,Diesel,Manual,First,385000.0,Maruti
3897,Volkswagen Vento Petrol,Pune,2013,65000,Petrol,Manual,Second,450000.0,Volkswagen
3898,Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,530000.0,Toyota
3899,Audi A4 2.0,Bangalore,2013,76000,Diesel,Automatic,Second,1825000.0,Audi
3900,Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,575000.0,Maruti
3901,Toyota Corolla Altis,Mumbai,2010,63000,CNG,Manual,Second,335000.0,Toyota
3902,Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,90000.0,Maruti
3903,Honda City 1.5,Hyderabad,2011,66276,Petrol,Manual,First,550000.0,Honda
3904,Maruti Swift Dzire,Kolkata,2014,45000,Petrol,Manual,First,399000.0,Maruti
3905,Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,1875000.0,Toyota
3906,Hyundai Grand i10,Kolkata,2014,43068,Diesel,Manual,First,350000.0,Hyundai
3907,Toyota Innova Crysta,Chennai,2016,40000,Diesel,Automatic,First,1645000.0,Toyota
3908,Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,365000.0,Hyundai
3909,Hyundai Grand i10,Bangalore,2014,21000,Petrol,Automatic,First,540000.0,Hyundai
3910,Maruti Baleno Alpha,Mumbai,2018,2000,Diesel,Manual,First,869999.9999999999,Maruti
3911,Skoda Superb Style,Mumbai,2016,14500,Petrol,Automatic,First,2075000.0,Skoda
3912,Mercedes-Benz New C-Class,Hyderabad,2010,68782,Diesel,Automatic,First,1250000.0,Mercedes-Benz
3913,Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,189000.0,Maruti
3914,Maruti Swift Dzire,Kolkata,2015,168205,Diesel,Manual,First,400000.0,Maruti
3915,Honda Civic 2010-2013,Mumbai,2012,47000,Petrol,Manual,First,395000.0,Honda
3916,Maruti Ertiga SHVS,Hyderabad,2015,93700,Diesel,Manual,First,785000.0,Maruti
3917,Hyundai Elantra CRDi,Kolkata,2014,45000,Diesel,Manual,First,700000.0,Hyundai
3918,Toyota Fortuner 4x2,Hyderabad,2016,55547,Diesel,Automatic,First,2499000.0,Toyota
3919,Volkswagen Polo GT,Delhi,2013,69000,Petrol,Automatic,First,450000.0,Volkswagen
3920,Skoda Octavia Classic,Pune,2005,88000,Diesel,Manual,Third,125000.0,Skoda
3921,Volkswagen Polo 1.5,Delhi,2014,32400,Diesel,Manual,First,395000.0,Volkswagen
3922,Hyundai Santro Xing,Pune,2012,79000,Petrol,Manual,Second,160000.0,Hyundai
3923,Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,60000.0,Hyundai
3924,Hyundai EON D,Coimbatore,2014,45407,Petrol,Manual,Second,339000.0,Hyundai
3925,Toyota Innova 2.5,Hyderabad,2011,136490,Diesel,Manual,First,980000.0000000001,Toyota
3926,Maruti Ignis 1.3,Mumbai,2017,19000,Diesel,Manual,First,591000.0,Maruti
3927,Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,825000.0,Maruti
3928,Maruti Swift Dzire,Mumbai,2012,15500,Petrol,Manual,First,375000.0,Maruti
3929,Honda City i,Hyderabad,2017,12538,Petrol,Automatic,First,1250000.0,Honda
3930,Maruti Swift VDI,Bangalore,2015,62588,Diesel,Manual,First,595000.0,Maruti
3931,Honda Brio S,Delhi,2015,44328,Petrol,Manual,First,380000.0,Honda
3932,Toyota Etios Liva,Delhi,2014,63000,Diesel,Manual,First,434999.99999999994,Toyota
3933,Volvo XC60 D5,Hyderabad,2015,100000,Diesel,Automatic,First,3250000.0,Volvo
3934,Tata Indigo CS,Kolkata,2015,103000,Petrol,Manual,First,300000.0,Tata
3935,Toyota Innova Crysta,Pune,2016,50296,Diesel,Automatic,Second,1900000.0,Toyota
3936,Volkswagen Vento Diesel,Pune,2013,95500,Diesel,Manual,First,500000.0,Volkswagen
3937,Ford Ecosport 1.5,Pune,2014,72100,Diesel,Manual,First,545000.0,Ford
3938,Maruti Wagon R,Mumbai,2010,19119,Petrol,Manual,First,270000.0,Maruti
3939,Mercedes-Benz S-Class 320,Mumbai,2006,30000,Petrol,Manual,First,1075000.0,Mercedes-Benz
3940,Volkswagen Polo 1.5,Hyderabad,2015,75600,Diesel,Manual,First,580000.0,Volkswagen
3941,Tata Indica GLS,Pune,2007,137000,Petrol,Manual,Second,95000.0,Tata
3942,Maruti 800 Std,Jaipur,2002,53500,Petrol,Manual,Second,63000.0,Maruti
3943,Jeep Compass 2.0,Kochi,2018,26101,Diesel,Manual,First,1755000.0,Jeep
3944,Maruti Alto K10,Pune,2016,7000,Petrol,Manual,First,300000.0,Maruti
3945,Skoda Octavia Elegance,Bangalore,2013,50000,Diesel,Automatic,First,1500000.0,Skoda
3946,Maruti Swift Dzire,Hyderabad,2016,30000,Diesel,Manual,First,600000.0,Maruti
3947,Maruti Ciaz VDi,Mumbai,2016,38151,Diesel,Manual,First,765000.0,Maruti
